source,target,length
1535,2649,3.074996
2649,3645,3.244160
2214,3989,4.570170
3989,3463,3.284041
3463,2214,4.491439
2649,3001,4.637759
3001,4080,4.806205
4080,3645,3.759666
3645,2649,3.244160
4080,3989,4.435278
3989,2214,4.570170
2214,4080,0.335180
4080,3001,4.806205
3001,3989,2.572398
3989,4080,4.435278
4229,3463,4.301344
3463,4941,2.900279
4229,2214,1.815880
2214,3463,4.491439
3463,4229,4.301344
4229,2368,0.851972
2368,2214,1.106787
2214,4229,1.815880
4811,2368,0.991439
2368,4229,0.851972
4229,4811,0.322138
4811,4229,0.322138
1337,4811,3.339307
651,2368,1.788734
2368,4811,0.991439
4811,651,2.312467
651,4080,2.344628
4080,2214,0.335180
2214,651,2.216470
651,2214,2.216470
2214,2368,1.106787
2368,651,1.788734
651,3645,3.157223
3645,4080,3.759666
4080,651,2.344628
3455,651,2.768362
651,4811,2.312467
4811,3455,3.286074
3455,4811,3.286074
4811,1337,3.339307
1337,3455,2.448596
2746,651,3.180097
651,3455,2.768362
3455,2746,1.388687
1368,3455,4.492998
3455,1337,2.448596
1337,1368,5.399973
1368,116,2.680637
116,2746,1.676069
2746,1368,3.867319
1368,2746,3.867319
2746,3455,1.388687
3455,1368,4.492998
4708,116,1.770415
116,1368,2.680637
1368,4708,2.661029
337,1535,4.181017
1535,3645,0.764064
3645,337,4.132107
337,2746,2.881340
2746,116,1.676069
116,337,2.705874
337,651,4.276405
651,2746,3.180097
2746,337,2.881340
337,3645,4.132107
3645,651,3.157223
651,337,4.276405
337,116,2.705874
116,4708,1.770415
4708,337,3.183411
4435,1535,4.505759
1535,337,4.181017
337,4435,1.898223
2208,1535,3.539570
1535,4435,4.505759
1051,2208,1.064589
4435,337,1.898223
337,4708,3.183411
2225,3857,5.844869
3857,1051,3.696280
1061,3857,5.650884
3857,2225,5.844869
2225,1061,1.378274
1061,2480,4.746842
2480,3857,3.207885
3857,1061,5.650884
1061,2770,3.475170
2770,2480,5.709161
2480,1061,4.746842
1061,2225,1.378274
2225,2890,4.730525
2890,2225,4.730525
4903,4616,4.678583
4616,2890,3.444631
4708,4903,5.339824
3906,4903,1.304673
4903,4708,5.339824
4708,3906,4.891191
3906,4708,4.891191
4708,1368,2.661029
4616,4903,4.678583
4903,3906,1.304673
4932,1070,0.793348
1070,4015,1.493635
4015,4932,1.810190
4932,4015,1.810190
4015,1608,3.133319
1608,4932,2.748248
2935,1070,2.582065
1070,4932,0.793348
4932,2935,2.339238
1368,2935,3.924485
2935,4932,2.339238
4932,1608,2.748248
1608,2935,4.470003
2935,1608,4.470003
1070,2935,2.582065
1368,1337,5.399973
3050,4836,1.327604
4836,3050,1.327604
3050,4486,1.604179
4486,4836,2.100352
2935,1368,3.924485
4836,4486,2.100352
4486,1174,4.371825
1174,2290,2.902920
1937,4015,2.820182
1174,4486,4.371825
4486,927,3.382449
927,1174,5.220567
4015,1070,1.493635
4258,2290,2.617125
2290,1174,2.902920
1174,4258,1.297716
2290,4258,2.617125
4258,1174,1.297716
1174,927,5.220567
927,4258,4.837900
4258,927,4.837900
3126,3822,1.695456
3822,3228,5.167413
3228,3822,5.167413
3822,3126,1.695456
50,2290,2.663858
3228,50,3.242225
1565,50,1.893908
50,3228,3.242225
3228,1565,3.150299
1820,50,2.802332
50,1565,1.893908
1565,1820,1.461447
1820,1565,1.461447
1565,3228,3.150299
3228,1820,4.601834
3836,50,3.749199
50,1820,2.802332
1820,3836,3.052063
3836,2290,5.119781
2290,50,2.663858
50,3836,3.749199
2290,3836,5.119781
3942,1937,3.051177
3836,3942,0.885400
2028,3942,1.820513
3942,3836,0.885400
3836,2028,1.255414
2028,3836,1.255414
3836,1820,3.052063
1820,2028,2.424219
1715,2028,2.947718
2028,1820,2.424219
1820,1715,4.354101
1715,1820,4.354101
1820,3228,4.601834
3866,2028,3.133568
2028,1715,2.947718
1715,3866,1.342800
3866,3942,3.704272
3942,2028,1.820513
2028,3866,3.133568
4731,3866,0.394863
3866,1715,1.342800
1715,4731,1.616122
3866,4731,0.394863
2326,3942,3.635661
3942,3866,3.704272
2326,1937,3.500260
1937,3942,3.051177
3942,2326,3.635661
3805,1608,3.558253
1608,4015,3.133319
4015,3805,5.345111
1937,2326,3.500260
2326,3805,3.640845
3805,4015,5.345111
4015,1937,2.820182
4596,1608,6.322492
1608,3805,3.558253
3805,4596,3.744435
2942,2326,4.431851
2942,4596,3.507688
4596,3805,3.744435
3805,2942,3.421387
2942,3805,3.421387
3805,2326,3.640845
2326,2942,4.431851
4731,1715,1.616122
801,2795,3.349223
2795,2731,1.119825
2731,801,3.212124
2375,1632,1.637136
1632,801,3.668289
801,2731,3.212124
3430,1764,1.673376
1764,2421,0.687964
2421,3430,1.249217
1764,3430,1.673376
3430,2795,4.556407
2795,801,3.349223
3430,2421,1.249217
2795,3430,4.556407
4561,836,3.624082
2333,4561,2.444774
4561,3622,1.057907
3622,2333,1.945343
2333,836,3.984915
836,4561,3.624082
4561,2333,2.444774
836,2333,3.984915
2333,2525,0.611740
2525,2333,0.611740
2333,3622,1.945343
3622,2525,2.385475
1175,477,3.768690
2525,1175,3.154964
2108,477,3.896909
477,1175,3.768690
477,2108,3.896909
2108,2007,5.076146
2547,477,6.411211
477,2547,6.411211
3499,2547,4.359881
2007,3499,6.399265
935,2547,2.337836
2547,3499,4.359881
3618,2547,3.741090
2547,935,2.337836
935,3618,1.876596
2547,3618,3.741090
2731,2795,1.119825
929,4404,0.722108
4404,929,0.722108
4596,2942,3.507688
3618,935,1.876596
1554,4270,2.597297
1608,4596,6.322492
929,1554,5.061505
4270,1554,2.597297
1554,929,5.061505
3880,4616,0.785142
3880,2890,3.903464
2890,4616,3.444631
4616,3880,0.785142
3499,3451,7.043444
3451,3499,7.043444
3499,3057,2.437685
3057,3451,5.212356
3451,3880,4.130223
3880,3451,4.130223
3451,4115,3.885092
4115,2890,4.597416
2890,3880,3.903464
4201,4115,0.741765
4115,3451,3.885092
3451,4201,3.640982
3481,4115,1.413259
4115,4201,0.741765
4201,3481,1.550389
2890,4115,4.597416
4115,3481,1.413259
2770,1061,3.475170
3034,1704,3.067274
3481,3034,3.488953
3034,3481,3.488953
3481,4201,1.550389
4201,3034,2.702199
3284,3034,1.436192
3034,4201,2.702199
4201,3284,3.614166
3284,4201,3.614166
4201,3451,3.640982
1704,3034,3.067274
3034,3284,1.436192
3451,3057,5.212356
3057,3284,4.598284
1464,3284,4.887612
3284,3057,4.598284
1464,1704,5.322164
3284,1464,4.887612
479,1704,3.082756
1704,1464,5.322164
2406,1464,2.708949
1464,3797,2.273034
3797,2406,0.558473
1464,2406,2.708949
101,479,1.165098
4565,101,1.966683
4565,1869,2.300667
1869,4118,0.892801
4118,4565,2.142382
4565,4118,2.142382
4118,101,2.818692
101,4565,1.966683
4613,4565,2.518510
4613,1869,3.722233
1869,4565,2.300667
4565,4613,2.518510
3619,4118,1.377180
4118,1869,0.892801
1869,3619,1.981781
3619,3113,2.476813
3113,3429,1.567121
3429,3619,1.640471
3619,1869,1.981781
1869,3113,3.601403
3113,3619,2.476813
4588,3619,2.135565
3619,3429,1.640471
3429,4588,2.806734
4588,4118,2.665533
4118,3619,1.377180
3619,4588,2.135565
4588,101,2.509344
101,4118,2.818692
4118,4588,2.665533
2388,479,2.369604
479,101,1.165098
101,2388,2.667202
2388,4588,1.138710
4588,837,1.194983
837,2388,0.275897
2388,101,2.667202
101,4588,2.509344
4588,2388,1.138710
2388,837,0.275897
1704,479,3.082756
479,2388,2.369604
2083,837,2.252666
837,4588,1.194983
4588,2083,2.805030
2083,4588,2.805030
4588,3429,2.806734
3429,2083,3.536206
2083,311,3.472321
311,3243,3.362918
3243,2083,3.266474
2040,2083,1.778659
2083,3243,3.266474
3243,2040,1.847935
2040,837,3.087482
837,2083,2.252666
2083,2040,1.778659
837,2040,3.087482
2040,3243,1.847935
311,2566,1.786579
2566,2083,3.318741
2083,3429,3.536206
3429,2566,3.884229
2566,311,1.786579
311,2083,3.472321
2083,2566,3.318741
2566,3429,3.884229
3429,3113,1.567121
3113,2566,4.568246
3610,2964,0.340636
2964,4289,3.501406
4289,3610,3.574651
3610,4289,3.574651
3610,3113,4.206945
2964,3610,0.340636
2566,3113,4.568246
3113,3610,4.206945
4289,2964,3.501406
888,1268,4.012025
1268,2087,4.130044
2087,888,2.857759
4336,888,2.728552
2900,2003,3.054676
888,2087,2.857759
3299,888,4.171042
888,4336,2.728552
4336,3299,2.921852
3299,4336,2.921852
4984,888,4.069641
888,3299,4.171042
3299,4984,3.104777
4984,1268,3.534172
1268,888,4.012025
888,4984,4.069641
277,4984,1.799105
4984,3299,3.104777
3299,277,3.863866
1268,4984,3.534172
4984,277,1.799105
4064,2437,1.110207
2437,1689,3.260240
1689,4064,3.244905
276,4064,1.722787
4064,1689,3.244905
1689,276,2.818764
4064,276,1.722787
276,1689,2.818764
277,3299,3.863866
1561,4833,1.927695
3113,1869,3.601403
4833,4064,4.105975
4833,2437,3.219912
2437,4064,1.110207
4064,4833,4.105975
4571,2437,2.124174
2437,4833,3.219912
4833,4571,1.555485
4370,4571,3.098412
4571,4833,1.555485
4833,4370,3.762870
4370,4833,3.762870
4833,1561,1.927695
2437,4571,2.124174
3735,1689,3.156542
1689,2437,3.260240
4571,4370,3.098412
1689,3735,3.156542
2824,277,5.073346
2824,213,3.454132
277,2824,5.073346
3470,3260,4.488805
213,2824,3.454132
2824,4173,3.620734
3260,213,0.322509
1516,4173,2.532330
4173,2824,3.620734
2824,1516,4.354427
1516,2824,4.354427
3735,1516,1.091266
3399,1516,0.735254
1516,3735,1.091266
3735,3399,1.087961
3399,3735,1.087961
4189,1516,2.033063
1516,3399,0.735254
3399,4189,1.678859
4189,4173,3.132754
4173,1516,2.532330
1516,4189,2.033063
4173,1812,2.402062
1812,4173,2.402062
4173,4189,3.132754
4189,1812,2.744170
1812,4776,2.372760
3173,3470,4.321016
609,4776,0.740114
4776,1812,2.372760
1812,609,2.119324
4776,3661,2.254633
3661,4718,2.872780
576,3661,1.290176
3661,4776,2.254633
4776,576,2.467483
576,4776,2.467483
4776,609,0.740114
609,576,2.418052
2243,576,1.590613
576,609,2.418052
609,2243,1.623204
2243,609,1.623204
609,1812,2.119324
1812,2243,3.442400
2243,1812,3.442400
1812,4189,2.744170
4189,2243,4.659007
4564,4189,2.482991
4189,3399,1.678859
3399,4564,3.589380
4564,3399,3.589380
4370,4564,4.613393
2243,4189,4.659007
4189,4564,2.482991
4564,4370,4.613393
4370,1945,5.988182
1945,4370,5.988182
3721,369,4.556162
369,3949,3.200503
3949,1945,3.715873
272,369,4.497024
369,3721,4.556162
3721,272,0.890673
1869,2615,6.024315
2615,1869,6.024315
1869,4613,3.722233
4613,2615,4.251429
1135,2615,2.605126
2615,4613,4.251429
4613,1135,4.014706
1135,3721,5.826103
2615,1135,2.605126
421,1135,3.315413
1135,4613,4.014706
4613,421,5.874320
421,4613,5.874320
2406,421,5.181210
3721,1135,5.826103
1135,421,3.315413
272,3721,0.890673
3057,3499,2.437685
3499,2007,6.399265
3802,3797,2.549602
3797,1464,2.273034
1464,3802,4.001035
3802,1464,4.001035
421,2406,5.181210
2406,3802,2.797937
3802,2406,2.797937
2406,3797,0.558473
3797,3802,2.549602
2791,2007,3.551870
2007,2108,5.076146
2108,2791,4.051335
2007,2791,3.551870
2791,3205,3.595905
3205,4028,0.930868
4028,2791,3.051252
2791,2108,4.051335
2108,3205,2.040854
3205,2791,3.595905
2799,2791,2.719335
2791,4028,3.051252
4028,2799,3.516697
2791,2799,2.719335
679,272,3.518254
2796,679,2.552342
2799,2796,4.244247
3734,2796,1.513887
2796,2799,4.244247
2799,3734,4.952055
3734,2799,4.952055
2799,4028,3.516697
4028,3205,0.930868
3734,4973,5.311465
4022,4973,3.502426
4973,3500,4.018434
3500,4022,1.242733
3253,4022,1.360000
4022,3500,1.242733
3500,3253,2.249397
2274,3253,2.223823
3253,3741,3.325276
3741,2274,2.901906
2274,1075,5.199975
4973,2274,3.651172
2274,4022,2.505103
4022,3253,1.360000
3253,2274,2.223823
2274,4973,3.651172
4973,4022,3.502426
4022,2274,2.505103
1323,1075,3.560943
1075,2274,5.199975
2274,1323,2.904344
1075,1323,3.560943
1323,1593,3.076856
3925,1593,1.983135
1593,1323,3.076856
1323,3925,1.932322
957,1323,1.330637
1323,2274,2.904344
2274,957,2.809671
957,2274,2.809671
2274,3741,2.901906
3741,957,2.782676
957,3925,1.102563
3925,1323,1.932322
1323,957,1.330637
957,3741,2.782676
3741,3925,3.358010
3925,957,1.102563
161,1593,2.053383
1593,3925,1.983135
1165,1593,2.949714
1593,161,2.053383
161,1165,2.689730
1593,1165,2.949714
2413,1075,1.149820
1075,2413,1.149820
2413,2796,4.480205
2796,3734,1.513887
2413,679,4.264078
679,2796,2.552342
2796,2413,4.480205
4245,679,2.891150
679,2413,4.264078
2413,4245,3.471346
4245,2413,3.471346
1165,4471,6.699969
4471,4245,2.334642
4245,272,4.460050
272,679,3.518254
679,4245,2.891150
4245,369,2.542967
369,272,4.497024
272,4245,4.460050
4245,4471,2.334642
4471,369,0.288075
369,4245,2.542967
3156,4471,3.310029
4471,1165,6.699969
1165,3156,4.771082
3156,369,3.379517
369,4471,0.288075
4471,3156,3.310029
3156,3949,2.095570
3949,369,3.200503
369,3156,3.379517
2962,3949,3.380372
3949,3156,2.095570
2962,1945,3.682151
1945,3949,3.715873
3949,2962,3.380372
1945,2962,3.682151
4319,2962,3.989935
3156,1165,4.771082
2962,4319,3.989935
446,2243,5.279468
332,446,3.602588
446,576,4.106483
576,2243,1.590613
2243,446,5.279468
446,3661,4.616133
3661,576,1.290176
576,446,4.106483
4603,3661,3.668024
3661,446,4.616133
4603,4718,1.386719
4718,3661,2.872780
3661,4603,3.668024
4603,753,0.358211
753,4718,1.091218
4718,4603,1.386719
4603,2535,1.913074
2535,753,1.723689
753,4603,0.358211
4603,4524,3.067283
4524,2535,1.671461
2535,4603,1.913074
1265,4524,3.146928
4524,4603,3.067283
4603,1265,3.577714
1265,2630,3.149575
2630,4524,3.776551
4524,1265,3.146928
1265,4603,3.577714
1846,446,2.609256
446,332,3.602588
332,1846,3.276175
4275,446,4.399854
446,1846,2.609256
1846,4275,3.361415
4275,1265,2.386759
446,4275,4.399854
2948,2630,2.501348
2630,2086,3.565185
4107,2948,3.713098
2086,1265,3.095332
1265,4275,2.386759
4275,2086,1.841438
2086,2630,3.565185
2630,1265,3.149575
1265,2086,3.095332
511,2086,2.855742
2086,4275,1.841438
4275,511,3.513482
511,4275,3.513482
4275,1846,3.361415
1846,511,5.047185
2524,2086,3.673484
2086,511,2.855742
511,2524,2.256515
511,1846,5.047185
1846,4030,3.976739
4030,332,4.729956
4030,1846,3.976739
1846,332,3.276175
332,4030,4.729956
876,4030,2.873482
4319,876,3.837842
876,4689,2.498958
4689,4030,3.390099
4030,876,2.873482
3296,4689,2.373453
4689,876,2.498958
876,3296,0.590722
2174,3296,2.045702
3296,876,0.590722
876,2174,2.499606
2174,876,2.499606
876,4319,3.837842
4319,2174,4.124786
1165,161,2.689730
161,2174,3.561688
2174,4319,4.124786
1889,3296,1.953194
3296,2174,2.045702
2174,1889,2.272897
1889,4689,2.200830
4689,3296,2.373453
3296,1889,1.953194
1889,2174,2.272897
2174,161,3.561688
2331,4689,2.678129
4689,1889,2.200830
1889,2331,3.110692
4689,2331,2.678129
4030,4689,3.390099
4638,511,4.085964
4638,2524,3.485134
2524,511,2.256515
511,4638,4.085964
2077,2086,4.800190
2086,2524,3.673484
2524,2077,2.058023
2077,4107,2.358196
2086,2077,4.800190
877,4107,3.439234
4107,2077,2.358196
2077,877,1.642136
877,519,3.498861
519,4107,5.210965
4107,877,3.439234
877,2077,1.642136
2077,2524,2.058023
2524,877,2.900012
877,2524,2.900012
2524,4638,3.485134
4638,1960,3.984187
1960,4638,3.984187
1690,1960,3.674256
1960,1586,2.754891
1690,877,5.513742
1960,1690,3.674256
1690,519,3.527608
519,877,3.498861
877,1690,5.513742
519,1791,3.297650
1791,107,2.403267
107,624,4.348244
1791,519,3.297650
519,1690,3.527608
1690,1791,2.454361
4351,1791,2.208907
1791,1690,2.454361
1690,4351,3.593738
4351,107,2.236938
107,1791,2.403267
1791,4351,2.208907
960,4351,1.022591
4351,1690,3.593738
1690,960,3.875627
3335,4351,0.937896
4351,960,1.022591
960,3335,0.847178
3335,107,2.614786
107,4351,2.236938
4351,3335,0.937896
64,107,2.189166
107,3335,2.614786
3531,1690,3.939250
1586,3531,2.634832
3531,2510,1.810121
2510,960,2.985992
960,1690,3.875627
1690,3531,3.939250
3531,1586,2.634832
1586,3873,3.296639
3873,1586,3.296639
1586,1960,2.754891
2331,3873,6.443458
3873,2331,6.443458
778,3873,3.625465
3873,778,3.625465
778,4135,3.463524
1539,161,6.689085
2331,1889,3.110692
1539,4135,4.985059
4135,778,3.463524
161,1539,6.689085
4135,1539,4.985059
1539,3184,3.140103
3184,1539,3.140103
3925,4346,4.597965
4346,3925,4.597965
3925,3741,3.358010
3741,4346,1.504701
4346,2390,5.436167
1699,4346,2.095596
4346,3741,1.504701
3741,1699,2.912568
1699,3741,2.912568
3741,3253,3.325276
3253,1699,3.123381
1699,2390,4.708148
2390,4346,5.436167
4346,1699,2.095596
549,2390,3.399279
2390,1699,4.708148
1699,549,2.063084
549,1699,2.063084
1699,3253,3.123381
3253,549,4.622906
549,3253,4.622906
3253,3500,2.249397
3500,549,5.848619
549,3500,5.848619
2390,549,3.399279
2390,45,2.958589
45,2390,2.958589
3362,2714,5.135993
364,3494,2.309754
3494,4543,2.229460
4543,364,0.479752
3713,4525,4.088111
4525,3424,3.423268
3424,3713,3.312184
4525,3713,4.088111
4863,3494,6.839007
3803,409,2.417667
409,4863,3.772527
4863,3803,3.648820
3803,4863,3.648820
3713,3803,4.187342
3803,3713,4.187342
2882,3424,5.314283
2714,3362,5.135993
2882,69,2.115088
3713,3424,3.312184
3424,2882,5.314283
1520,2882,2.936673
3362,1520,4.271161
1520,3362,4.271161
1520,69,2.544012
69,2882,2.115088
2882,1520,2.936673
593,69,1.632699
69,1520,2.544012
1520,593,2.113983
3077,69,4.321660
69,593,1.632699
593,3077,3.424173
69,3077,4.321660
3838,593,6.401099
593,1520,2.113983
3077,593,3.424173
593,3838,6.401099
3500,4973,4.018434
4973,3734,5.311465
1175,3396,1.777113
3205,2108,2.040854
3740,3396,1.457355
3396,1175,1.777113
1175,3740,2.801725
3396,3740,1.457355
3740,1175,2.801725
1175,2525,3.154964
2525,534,4.677916
534,2525,4.677916
2525,3622,2.385475
3622,534,3.548200
4655,534,3.844851
534,3622,3.548200
3622,4655,5.893727
4655,3622,5.893727
3622,4561,1.057907
4561,4655,6.206849
3077,259,2.200539
259,3077,2.200539
60,259,1.918130
534,60,6.153597
60,534,6.153597
534,4655,3.844851
60,3803,6.873678
259,60,1.918130
409,3803,2.417667
3803,60,6.873678
2098,4298,1.805960
1738,4298,3.402506
4298,2098,1.805960
2098,1738,2.215041
2926,1738,4.200279
1738,2098,2.215041
2098,2926,5.081980
2926,2098,5.081980
4655,2926,1.934926
1124,4655,4.214066
4655,4561,6.206849
2421,1124,3.827110
1124,2421,3.827110
2421,1764,0.687964
1764,1124,3.505036
1124,2926,4.871114
2926,4655,1.934926
4655,1124,4.214066
3376,1124,2.066640
1124,1764,3.505036
1764,3376,3.490891
3041,3376,1.719713
3376,1764,3.490891
1764,3041,4.852476
872,3376,3.390922
3376,3041,1.719713
3041,872,2.256406
872,1124,4.676540
1124,3376,2.066640
3376,872,3.390922
2926,1124,4.871114
1124,872,4.676540
872,1738,3.849405
1738,2926,4.200279
2273,872,3.391315
872,3041,2.256406
3041,2273,3.114197
1738,872,3.849405
872,2273,3.391315
3041,1764,4.852476
3011,2273,1.768999
2273,3041,3.114197
801,1632,3.668289
1632,4443,6.352746
2308,3011,3.633660
4443,2308,4.212484
1742,4443,6.109107
4443,1632,6.352746
1742,2308,1.973217
2308,4443,4.212484
4443,1742,6.109107
4298,1738,3.402506
2980,3011,5.490176
3011,2308,3.633660
2308,2980,4.253123
2273,3011,1.768999
3011,2980,5.490176
2980,2308,4.253123
2308,1742,1.973217
1742,2980,2.917745
2980,1742,2.917745
1742,4786,6.957145
4786,1742,6.957145
1632,2375,1.637136
4298,630,3.020654
4863,409,3.772527
1106,4863,4.431893
630,1106,6.476073
3494,4863,6.839007
4863,1106,4.431893
1106,4543,3.045370
4543,3494,2.229460
1106,364,3.421891
364,4543,0.479752
4543,1106,3.045370
2663,1106,2.878396
1106,630,6.476073
630,2663,6.003606
1176,4161,1.905470
4161,2663,2.806241
2663,1176,3.822360
630,4298,3.020654
3108,1176,4.624567
1176,2663,3.822360
2663,630,6.003606
1176,3108,4.624567
3108,2562,3.518026
2562,3108,3.518026
4786,2562,6.893192
4161,1176,1.905470
1176,14,5.486992
1467,14,1.290398
14,1176,5.486992
1176,1467,5.535579
1467,1176,5.535579
982,364,3.234492
364,1106,3.421891
1106,982,4.875188
982,4161,3.774784
982,2663,5.174915
2663,4161,2.806241
4161,982,3.774784
982,1106,4.875188
1106,2663,2.878396
2663,982,5.174915
3571,982,3.339587
14,1467,1.290398
3155,4793,4.125173
4793,3571,2.805623
3571,3155,6.400428
3155,3571,6.400428
3796,2981,3.292387
2981,3796,3.292387
2091,2981,2.672644
2981,2091,2.672644
2091,1829,3.239697
1829,3155,3.573941
1829,4793,2.488709
4793,3155,4.125173
3155,1829,3.573941
953,4793,2.198725
4793,1829,2.488709
1829,953,1.219646
953,1829,1.219646
1829,2091,3.239697
2091,953,3.621680
1191,4793,1.825684
4793,953,2.198725
953,1191,0.877181
2426,982,2.992018
982,3571,3.339587
3571,2426,2.693481
2426,364,3.023310
364,982,3.234492
982,2426,2.992018
2426,4793,4.149581
4793,1191,1.825684
1191,2426,4.058234
2426,3571,2.693481
3571,4793,2.805623
4793,2426,4.149581
2426,1191,4.058234
3494,2426,4.072512
2426,3494,4.072512
3494,364,2.309754
364,2426,3.023310
1191,953,0.877181
953,2091,3.621680
1558,1162,3.180463
4014,68,1.046066
3660,68,1.653058
68,4014,1.046066
4014,3660,0.754686
3660,4014,0.754686
4110,3660,2.649803
3660,2618,3.717509
2618,4110,2.802903
4110,68,3.702128
68,3660,1.653058
3660,4110,2.649803
68,4110,3.702128
4110,3415,0.451191
3415,4331,0.812552
3424,4525,3.423268
4331,3415,0.812552
3415,4110,0.451191
4110,4331,1.228017
4331,4110,1.228017
4110,2618,2.802903
2618,4331,2.912475
4331,2714,5.142225
1448,4331,2.053441
4331,2618,2.912475
2618,1448,2.223169
1448,2714,4.784404
2714,4331,5.142225
4331,1448,2.053441
2714,1448,4.784404
1448,2618,2.223169
3461,2618,3.671941
2618,3660,3.717509
1162,3461,4.691933
3461,4485,2.530821
2618,3461,3.671941
3461,1162,4.691933
4485,3461,2.530821
4631,3531,4.799230
4631,2510,3.416024
2510,3531,1.810121
3531,4631,4.799230
960,2510,2.985992
2510,4631,3.416024
3335,960,0.847178
1162,1558,3.180463
1166,3657,2.260456
1688,1788,3.708335
1902,724,1.325320
724,1902,1.325320
1902,4177,0.413292
4177,724,1.445108
724,4177,1.445108
4177,1634,3.175144
1634,724,3.041452
880,2866,6.360250
724,1634,3.041452
